date_time,operation,source_ip,destination_ip,source_port,destination_port
05/Apr/2012 20:26:57,Deny,172.23.233.33,10.32.5.56,1410,21
05/Apr/2012 20:26:57,Deny,172.23.233.36,10.32.5.55,1409,21
05/Apr/2012 20:26:57,Deny,172.23.233.4,10.32.5.53,1412,21
05/Apr/2012 20:26:57,Deny,172.23.233.30,10.32.5.55,1417,21
05/Apr/2012 20:26:57,Deny,172.23.233.4,10.32.5.53,1412,21
05/Apr/2012 20:26:57,Deny,172.23.233.152,10.32.5.50,1415,21
05/Apr/2012 20:26:57,Deny,172.23.233.155,10.32.5.54,1414,21
05/Apr/2012 20:26:57,Deny,172.23.233.0,10.32.5.54,1402,21
05/Apr/2012 20:26:57,Deny,172.23.233.2,10.32.5.56,1416,21
05/Apr/2012 20:26:57,Deny,172.23.233.150,10.32.5.55,1400,21
05/Apr/2012 20:26:57,Deny,172.23.233.151,10.32.5.55,1405,21
05/Apr/2012 20:26:57,Deny,172.23.233.158,10.32.5.53,1411,21
05/Apr/2012 20:26:57,Deny,172.23.231.62,10.32.5.55,1178,21
05/Apr/2012 20:26:57,Deny,172.23.233.3,10.32.5.53,1419,21
05/Apr/2012 20:26:57,Deny,172.23.233.3,10.32.5.53,1419,21
05/Apr/2012 20:26:57,Deny,172.23.233.37,10.32.5.51,1403,21
05/Apr/2012 20:26:57,Deny,172.23.233.35,10.32.5.52,1418,21
05/Apr/2012 20:26:58,Deny,172.23.233.39,10.32.5.53,1429,21
05/Apr/2012 20:26:58,Deny,172.23.233.30,10.32.5.55,1417,21
05/Apr/2012 20:26:58,Deny,172.23.233.157,10.32.5.50,1425,21
05/Apr/2012 20:26:58,Deny,172.23.233.5,10.32.5.52,1413,21
05/Apr/2012 20:26:58,Deny,172.23.233.9,10.32.5.54,1422,21
05/Apr/2012 20:26:58,Deny,172.23.233.33,10.32.5.56,1410,21
05/Apr/2012 20:26:58,Deny,172.23.233.8,10.32.5.56,1426,21
05/Apr/2012 20:26:58,Deny,172.23.233.2,10.32.5.56,1416,21
05/Apr/2012 20:26:58,Deny,172.23.233.154,10.32.5.50,1420,21
05/Apr/2012 20:26:58,Deny,172.23.233.1,10.32.5.52,1424,21
05/Apr/2012 20:26:58,Deny,172.23.233.7,10.32.5.55,1428,21
05/Apr/2012 20:26:58,Deny,172.23.233.159,10.32.5.53,1427,21
05/Apr/2012 20:26:58,Deny,172.23.233.155,10.32.5.54,1414,21
05/Apr/2012 20:26:58,Deny,172.23.233.156,10.32.5.54,1423,21
05/Apr/2012 20:26:58,Deny,172.23.233.158,10.32.5.53,1411,21
05/Apr/2012 20:26:58,Deny,172.23.233.4,10.32.5.53,1412,21
05/Apr/2012 20:26:58,Deny,172.23.233.35,10.32.5.52,1418,21
05/Apr/2012 20:26:58,Deny,172.23.233.3,10.32.5.53,1419,21
05/Apr/2012 20:26:58,Deny,172.23.233.31,10.32.5.53,1421,21
05/Apr/2012 20:26:58,Deny,172.23.233.152,10.32.5.50,1415,21
05/Apr/2012 20:26:59,Deny,172.23.233.31,10.32.5.53,1421,21
05/Apr/2012 20:26:59,Deny,172.23.233.154,10.32.5.50,1420,21
05/Apr/2012 20:26:59,Deny,172.23.233.156,10.32.5.54,1423,21
05/Apr/2012 20:26:59,Deny,172.23.233.156,10.32.5.54,1423,21
05/Apr/2012 20:26:59,Deny,172.23.233.39,10.32.5.53,1429,21
05/Apr/2012 20:26:59,Deny,172.23.233.157,10.32.5.50,1425,21
05/Apr/2012 20:26:59,Deny,172.23.233.1,10.32.5.52,1424,21
05/Apr/2012 20:26:59,Deny,172.23.233.1,10.32.5.52,1424,21
05/Apr/2012 20:26:59,Deny,172.23.233.8,10.32.5.56,1426,21
05/Apr/2012 20:26:59,Deny,172.23.233.159,10.32.5.53,1427,21
05/Apr/2012 20:26:59,Deny,172.23.233.7,10.32.5.55,1428,21
05/Apr/2012 20:26:59,Deny,172.23.233.31,10.32.5.53,1421,21
05/Apr/2012 20:26:59,Deny,172.23.233.9,10.32.5.54,1422,21
05/Apr/2012 20:26:59,Deny,172.23.233.8,10.32.5.56,1426,21
05/Apr/2012 20:26:59,Deny,172.23.233.159,10.32.5.53,1427,21
05/Apr/2012 20:26:59,Deny,172.23.233.7,10.32.5.55,1428,21
05/Apr/2012 20:26:59,Deny,172.23.233.157,10.32.5.50,1425,21
05/Apr/2012 20:26:59,Deny,172.23.233.154,10.32.5.50,1420,21
05/Apr/2012 20:26:59,Deny,172.23.233.9,10.32.5.54,1422,21
05/Apr/2012 20:26:59,Deny,172.23.233.39,10.32.5.53,1429,21
05/Apr/2012 20:27:45,Built,172.23.231.69,10.32.5.55,1185,22
05/Apr/2012 20:27:45,Built,172.23.233.8,10.32.5.55,1464,22
05/Apr/2012 20:27:45,Built,172.23.231.62,10.32.5.51,1186,22
05/Apr/2012 20:27:45,Built,172.23.231.68,10.32.5.52,1184,22
05/Apr/2012 20:27:45,Built,172.23.233.31,10.32.5.55,1463,22
05/Apr/2012 20:27:45,Built,172.23.233.6,10.32.5.52,1465,22
05/Apr/2012 20:27:46,Built,172.23.233.38,10.32.5.55,1466,22
05/Apr/2012 20:27:46,Built,172.23.233.36,10.32.5.55,1471,22
05/Apr/2012 20:27:46,Built,172.23.233.4,10.32.5.51,1474,22
05/Apr/2012 20:27:46,Built,172.23.233.156,10.32.5.52,1478,22
05/Apr/2012 20:27:46,Built,172.23.233.153,10.32.5.54,1476,22
05/Apr/2012 20:27:46,Built,172.23.233.154,10.32.5.55,1467,22
05/Apr/2012 20:27:46,Built,172.23.233.155,10.32.5.55,1473,22
05/Apr/2012 20:27:46,Built,172.23.233.34,10.32.5.57,1479,22
05/Apr/2012 20:27:46,Built,172.23.233.150,10.32.5.53,1472,22
05/Apr/2012 20:27:46,Built,172.23.233.32,10.32.5.53,1475,22
05/Apr/2012 20:27:46,Built,172.23.233.9,10.32.5.51,1469,22
05/Apr/2012 20:27:46,Built,172.23.233.157,10.32.5.51,1477,22
05/Apr/2012 20:27:46,Built,172.23.233.152,10.32.5.51,1470,22
05/Apr/2012 20:27:46,Built,172.23.233.39,10.32.5.57,1468,22
05/Apr/2012 20:27:47,Built,172.23.233.159,10.32.5.53,1481,22
05/Apr/2012 20:27:47,Built,172.23.233.30,10.32.5.52,1482,22
05/Apr/2012 20:27:47,Teardown,172.23.233.31,10.32.5.55,1463,22
05/Apr/2012 20:27:47,Built,172.23.233.33,10.32.5.52,1480,22
05/Apr/2012 20:27:47,Built,172.23.233.158,10.32.5.54,1483,22
05/Apr/2012 20:27:47,Teardown,172.23.231.69,10.32.5.55,1185,22
05/Apr/2012 20:27:48,Built,172.23.233.5,10.32.5.53,1484,22
05/Apr/2012 20:27:48,Built,172.23.233.151,10.32.5.51,1490,22
05/Apr/2012 20:27:48,Teardown,172.23.233.6,10.32.5.52,1465,22
05/Apr/2012 20:27:48,Teardown,172.23.231.68,10.32.5.52,1184,22
05/Apr/2012 20:27:48,Built,172.23.233.1,10.32.5.54,1491,22
05/Apr/2012 20:27:48,Built,172.23.233.0,10.32.5.53,1488,22
05/Apr/2012 20:27:48,Built,172.23.233.3,10.32.5.50,1487,22
05/Apr/2012 20:27:48,Built,172.23.233.37,10.32.5.54,1486,22
05/Apr/2012 20:27:48,Built,172.23.233.2,10.32.5.55,1489,22
05/Apr/2012 20:27:48,Teardown,172.23.233.8,10.32.5.55,1464,22
05/Apr/2012 20:27:48,Teardown,172.23.231.62,10.32.5.51,1186,22
05/Apr/2012 20:27:48,Built,172.23.233.35,10.32.5.57,1485,22
05/Apr/2012 20:27:48,Built,172.23.233.7,10.32.5.53,1492,22
05/Apr/2012 20:27:51,Teardown,172.23.233.154,10.32.5.55,1467,22
05/Apr/2012 20:27:51,Teardown,172.23.233.38,10.32.5.55,1466,22
05/Apr/2012 20:27:51,Teardown,172.23.233.9,10.32.5.51,1469,22
05/Apr/2012 20:27:51,Teardown,172.23.233.39,10.32.5.57,1468,22
05/Apr/2012 20:27:52,Teardown,172.23.233.152,10.32.5.51,1470,22
05/Apr/2012 20:27:52,Teardown,172.23.233.150,10.32.5.53,1472,22
05/Apr/2012 20:27:52,Teardown,172.23.233.36,10.32.5.55,1471,22
05/Apr/2012 20:27:53,Teardown,172.23.233.32,10.32.5.53,1475,22
05/Apr/2012 20:27:53,Teardown,172.23.233.34,10.32.5.57,1479,22
05/Apr/2012 20:27:53,Teardown,172.23.233.153,10.32.5.54,1476,22
05/Apr/2012 20:27:53,Teardown,172.23.233.4,10.32.5.51,1474,22
05/Apr/2012 20:27:53,Teardown,172.23.233.157,10.32.5.51,1477,22
05/Apr/2012 20:27:53,Teardown,172.23.233.155,10.32.5.55,1473,22
05/Apr/2012 20:27:54,Teardown,172.23.233.33,10.32.5.52,1480,22
05/Apr/2012 20:27:54,Teardown,172.23.233.1,10.32.5.54,1491,22
05/Apr/2012 20:27:54,Teardown,172.23.233.5,10.32.5.53,1484,22
05/Apr/2012 20:27:54,Teardown,172.23.233.37,10.32.5.54,1486,22
05/Apr/2012 20:27:54,Teardown,172.23.233.158,10.32.5.54,1483,22
05/Apr/2012 20:27:54,Teardown,172.23.233.0,10.32.5.53,1488,22
05/Apr/2012 20:27:54,Teardown,172.23.233.3,10.32.5.50,1487,22
05/Apr/2012 20:27:54,Teardown,172.23.233.2,10.32.5.55,1489,22
05/Apr/2012 20:27:54,Teardown,172.23.233.7,10.32.5.53,1492,22
05/Apr/2012 20:27:54,Teardown,172.23.233.151,10.32.5.51,1490,22
05/Apr/2012 20:27:54,Teardown,172.23.233.156,10.32.5.52,1478,22
05/Apr/2012 20:27:54,Teardown,172.23.233.35,10.32.5.57,1485,22
05/Apr/2012 20:27:54,Teardown,172.23.233.159,10.32.5.53,1481,22
05/Apr/2012 20:27:54,Teardown,172.23.233.30,10.32.5.52,1482,22
05/Apr/2012 20:33:26,Deny,172.23.240.252,10.32.5.52,1374,21
05/Apr/2012 20:33:26,Deny,172.23.240.252,10.32.5.52,1374,21
05/Apr/2012 20:33:27,Deny,172.23.240.252,10.32.5.52,1374,21
05/Apr/2012 20:33:27,Deny,172.23.240.159,10.32.5.54,1376,21
05/Apr/2012 20:33:27,Deny,172.23.240.159,10.32.5.54,1376,21
05/Apr/2012 20:33:28,Deny,172.23.240.159,10.32.5.54,1376,21
05/Apr/2012 20:33:29,Deny,172.23.240.125,10.32.5.56,1378,21
05/Apr/2012 20:33:30,Deny,172.23.240.125,10.32.5.56,1378,21
05/Apr/2012 20:33:30,Deny,172.23.240.125,10.32.5.56,1378,21
05/Apr/2012 20:33:33,Built,172.23.240.252,10.32.5.57,1379,22
05/Apr/2012 20:33:50,Built,172.23.240.125,10.32.5.55,1383,22
05/Apr/2012 20:33:51,Deny,172.23.240.37,10.32.5.53,1387,21
05/Apr/2012 20:33:51,Deny,172.23.240.37,10.32.5.53,1387,21
05/Apr/2012 20:33:52,Deny,172.23.240.37,10.32.5.53,1387,21
05/Apr/2012 20:34:29,Deny,172.23.240.127,10.32.5.55,1389,21
05/Apr/2012 20:34:30,Deny,172.23.240.127,10.32.5.55,1389,21
05/Apr/2012 20:34:30,Deny,172.23.240.127,10.32.5.55,1389,21
05/Apr/2012 20:34:32,Deny,172.23.240.124,10.32.5.55,1390,21
05/Apr/2012 20:34:32,Teardown,172.23.240.125,10.32.5.55,1383,22
05/Apr/2012 20:34:32,Teardown,172.23.240.252,10.32.5.57,1379,22
05/Apr/2012 20:34:33,Deny,172.23.240.124,10.32.5.55,1390,21
05/Apr/2012 20:34:33,Deny,172.23.240.124,10.32.5.55,1390,21
05/Apr/2012 20:34:33,Built,172.23.240.127,10.32.5.53,1392,22
05/Apr/2012 20:34:36,Teardown,172.23.240.127,10.32.5.53,1392,22
05/Apr/2012 20:34:38,Deny,172.23.240.155,10.32.5.52,1398,21
05/Apr/2012 20:34:38,Deny,172.23.240.150,10.32.5.54,1402,21
05/Apr/2012 20:34:38,Deny,172.23.240.32,10.32.5.55,1399,21
05/Apr/2012 20:34:38,Deny,172.23.240.153,10.32.5.50,1403,21
05/Apr/2012 20:34:38,Built,172.23.240.32,10.32.5.54,1404,22
05/Apr/2012 20:34:38,Built,172.23.240.155,10.32.5.54,1405,22
05/Apr/2012 20:34:38,Built,172.23.240.37,10.32.5.57,1406,22
05/Apr/2012 20:34:38,Built,172.23.240.159,10.32.5.52,1401,22
05/Apr/2012 20:34:39,Deny,172.23.240.153,10.32.5.50,1403,21
05/Apr/2012 20:34:39,Deny,172.23.240.155,10.32.5.52,1398,21
05/Apr/2012 20:34:39,Deny,172.23.240.32,10.32.5.55,1399,21
05/Apr/2012 20:34:39,Deny,172.23.240.32,10.32.5.55,1399,21
05/Apr/2012 20:34:39,Deny,172.23.240.150,10.32.5.54,1402,21
05/Apr/2012 20:34:39,Deny,172.23.240.155,10.32.5.52,1398,21
05/Apr/2012 20:34:39,Deny,172.23.240.153,10.32.5.50,1403,21
05/Apr/2012 20:34:39,Deny,172.23.240.150,10.32.5.54,1402,21
05/Apr/2012 20:34:41,Deny,172.23.240.34,10.32.5.53,1412,21
05/Apr/2012 20:34:41,Teardown,172.23.240.159,10.32.5.52,1401,22
05/Apr/2012 20:34:41,Built,172.23.240.153,10.32.5.54,1410,22
05/Apr/2012 20:34:41,Teardown,172.23.240.155,10.32.5.54,1405,22
05/Apr/2012 20:34:41,Teardown,172.23.240.32,10.32.5.54,1404,22
05/Apr/2012 20:34:41,Teardown,172.23.240.37,10.32.5.57,1406,22
05/Apr/2012 20:34:42,Deny,172.23.240.34,10.32.5.53,1412,21
05/Apr/2012 20:34:42,Deny,172.23.240.34,10.32.5.53,1412,21
05/Apr/2012 20:34:42,Deny,172.23.240.39,10.32.5.51,1415,21
05/Apr/2012 20:34:42,Teardown,172.23.240.153,10.32.5.54,1410,22
05/Apr/2012 20:34:42,Built,172.23.240.34,10.32.5.55,1414,22
05/Apr/2012 20:34:43,Deny,172.23.240.158,10.32.5.54,1418,21
05/Apr/2012 20:34:43,Deny,172.23.240.158,10.32.5.54,1418,21
05/Apr/2012 20:34:43,Deny,172.23.240.39,10.32.5.51,1415,21
05/Apr/2012 20:34:43,Deny,172.23.240.39,10.32.5.51,1415,21
05/Apr/2012 20:34:43,Teardown,172.23.240.34,10.32.5.55,1414,22
05/Apr/2012 20:34:43,Built,172.23.240.39,10.32.5.55,1417,22
05/Apr/2012 20:34:44,Deny,172.23.240.254,10.32.5.55,1421,21
05/Apr/2012 20:34:44,Deny,172.23.240.158,10.32.5.54,1418,21
05/Apr/2012 20:34:44,Deny,172.23.240.254,10.32.5.55,1421,21
05/Apr/2012 20:34:44,Deny,172.23.240.154,10.32.5.53,1422,21
05/Apr/2012 20:34:44,Teardown,172.23.240.124,10.32.5.53,1420,22
05/Apr/2012 20:34:44,Built,172.23.240.124,10.32.5.53,1420,22
05/Apr/2012 20:34:44,Teardown,172.23.240.39,10.32.5.55,1417,22
05/Apr/2012 20:34:45,Deny,172.23.240.254,10.32.5.55,1421,21
05/Apr/2012 20:34:45,Deny,172.23.240.154,10.32.5.53,1422,21
05/Apr/2012 20:34:45,Deny,172.23.240.154,10.32.5.53,1422,21
05/Apr/2012 20:34:45,Built,172.23.240.254,10.32.5.53,1427,22
05/Apr/2012 20:34:46,Built,172.23.240.154,10.32.5.55,1431,22
05/Apr/2012 20:34:46,Teardown,172.23.240.254,10.32.5.53,1427,22
05/Apr/2012 20:34:47,Deny,172.23.240.255,10.32.5.56,1435,21
05/Apr/2012 20:34:47,Teardown,172.23.240.154,10.32.5.55,1431,22
05/Apr/2012 20:34:48,Deny,172.23.240.126,10.32.5.56,1438,21
05/Apr/2012 20:34:48,Deny,172.23.240.255,10.32.5.56,1435,21
05/Apr/2012 20:34:48,Deny,172.23.240.255,10.32.5.56,1435,21
05/Apr/2012 20:34:48,Deny,172.23.240.126,10.32.5.56,1438,21
05/Apr/2012 20:34:49,Deny,172.23.240.126,10.32.5.56,1438,21
05/Apr/2012 20:34:49,Built,172.23.240.150,10.32.5.57,1443,22
05/Apr/2012 20:34:50,Deny,172.23.240.152,10.32.5.52,1448,21
05/Apr/2012 20:34:50,Deny,172.23.240.36,10.32.5.52,1445,21
05/Apr/2012 20:34:50,Deny,172.23.240.35,10.32.5.52,1446,21
05/Apr/2012 20:34:50,Deny,172.23.240.157,10.32.5.54,1449,21
05/Apr/2012 20:34:50,Deny,172.23.240.35,10.32.5.52,1446,21
05/Apr/2012 20:34:50,Deny,172.23.240.36,10.32.5.52,1445,21
05/Apr/2012 20:34:50,Teardown,172.23.240.150,10.32.5.57,1443,22
05/Apr/2012 20:34:51,Deny,172.23.240.251,10.32.5.55,1452,21
05/Apr/2012 20:34:51,Deny,172.23.240.30,10.32.5.53,1451,21
05/Apr/2012 20:34:51,Deny,172.23.240.35,10.32.5.52,1446,21
05/Apr/2012 20:34:51,Deny,172.23.240.152,10.32.5.52,1448,21
05/Apr/2012 20:34:51,Deny,172.23.240.157,10.32.5.54,1449,21
05/Apr/2012 20:34:51,Deny,172.23.240.30,10.32.5.53,1451,21
05/Apr/2012 20:34:51,Deny,172.23.240.251,10.32.5.55,1452,21
05/Apr/2012 20:34:51,Deny,172.23.240.157,10.32.5.54,1449,21
05/Apr/2012 20:34:51,Deny,172.23.240.36,10.32.5.52,1445,21
05/Apr/2012 20:34:51,Deny,172.23.240.152,10.32.5.52,1448,21
05/Apr/2012 20:34:51,Built,172.23.240.255,10.32.5.54,1454,22
05/Apr/2012 20:34:51,Built,172.23.240.30,10.32.5.53,1453,22
05/Apr/2012 20:34:52,Deny,172.23.240.38,10.32.5.52,1455,21
05/Apr/2012 20:34:52,Deny,172.23.240.30,10.32.5.53,1451,21
05/Apr/2012 20:34:52,Deny,172.23.240.251,10.32.5.55,1452,21
05/Apr/2012 20:34:52,Deny,172.23.240.38,10.32.5.52,1455,21
05/Apr/2012 20:34:52,Built,172.23.240.157,10.32.5.55,1457,22
05/Apr/2012 20:34:52,Teardown,172.23.240.255,10.32.5.54,1454,22
05/Apr/2012 20:34:52,Teardown,172.23.240.30,10.32.5.53,1453,22
05/Apr/2012 20:34:53,Deny,172.23.240.38,10.32.5.52,1455,21
05/Apr/2012 20:34:53,Teardown,172.23.240.157,10.32.5.55,1457,22
05/Apr/2012 20:34:53,Built,172.23.240.35,10.32.5.54,1459,22
05/Apr/2012 20:34:54,Deny,172.23.240.151,10.32.5.50,1461,21
05/Apr/2012 20:34:54,Deny,172.23.240.151,10.32.5.50,1461,21
05/Apr/2012 20:34:54,Teardown,172.23.240.35,10.32.5.54,1459,22
05/Apr/2012 20:34:54,Built,172.23.240.152,10.32.5.53,1464,22
05/Apr/2012 20:34:54,Built,172.23.240.251,10.32.5.52,1462,22
05/Apr/2012 20:34:54,Built,172.23.240.36,10.32.5.52,1463,22
05/Apr/2012 20:34:55,Deny,172.23.240.151,10.32.5.50,1461,21
05/Apr/2012 20:34:55,Built,172.23.240.126,10.32.5.55,1465,22
05/Apr/2012 20:34:56,Built,172.23.240.38,10.32.5.53,1469,22
05/Apr/2012 20:34:56,Teardown,172.23.240.36,10.32.5.52,1463,22
05/Apr/2012 20:34:56,Teardown,172.23.240.251,10.32.5.52,1462,22
05/Apr/2012 20:34:56,Teardown,172.23.240.152,10.32.5.53,1464,22
05/Apr/2012 20:34:56,Teardown,172.23.240.126,10.32.5.55,1465,22
05/Apr/2012 20:34:56,Built,172.23.240.158,10.32.5.54,1468,22
05/Apr/2012 20:34:57,Deny,172.23.240.250,10.32.5.55,1470,21
05/Apr/2012 20:34:57,Deny,172.23.240.33,10.32.5.55,1471,21
05/Apr/2012 20:34:58,Deny,172.23.240.33,10.32.5.55,1471,21
05/Apr/2012 20:34:58,Deny,172.23.240.250,10.32.5.55,1470,21
05/Apr/2012 20:34:58,Deny,172.23.240.250,10.32.5.55,1470,21
05/Apr/2012 20:34:58,Deny,172.23.240.156,10.32.5.51,1472,21
05/Apr/2012 20:34:58,Deny,172.23.240.156,10.32.5.51,1472,21
05/Apr/2012 20:34:58,Built,172.23.240.156,10.32.5.55,1473,22
05/Apr/2012 20:34:58,Teardown,172.23.240.38,10.32.5.53,1469,22
05/Apr/2012 20:34:58,Teardown,172.23.240.158,10.32.5.54,1468,22
05/Apr/2012 20:34:58,Built,172.23.240.33,10.32.5.53,1474,22
05/Apr/2012 20:34:59,Deny,172.23.240.31,10.32.5.53,1475,21
05/Apr/2012 20:34:59,Deny,172.23.240.253,10.32.5.52,1476,21
05/Apr/2012 20:34:59,Deny,172.23.240.31,10.32.5.53,1475,21
05/Apr/2012 20:34:59,Deny,172.23.240.253,10.32.5.52,1476,21
05/Apr/2012 20:34:59,Deny,172.23.240.33,10.32.5.55,1471,21
05/Apr/2012 20:34:59,Deny,172.23.240.156,10.32.5.51,1472,21
05/Apr/2012 20:34:59,Teardown,172.23.240.33,10.32.5.53,1474,22
05/Apr/2012 20:34:59,Built,172.23.240.250,10.32.5.51,1478,22
05/Apr/2012 20:34:59,Teardown,172.23.240.156,10.32.5.55,1473,22
05/Apr/2012 20:34:59,Built,172.23.240.151,10.32.5.52,1477,22
05/Apr/2012 20:35:00,Deny,172.23.240.253,10.32.5.52,1476,21
05/Apr/2012 20:35:00,Deny,172.23.240.31,10.32.5.53,1475,21
05/Apr/2012 20:35:00,Built,172.23.240.253,10.32.5.50,1479,22
05/Apr/2012 20:35:00,Built,172.23.240.31,10.32.5.52,1480,22
05/Apr/2012 20:35:01,Teardown,172.23.240.151,10.32.5.52,1477,22
05/Apr/2012 20:35:02,Teardown,172.23.240.31,10.32.5.52,1480,22
05/Apr/2012 20:35:02,Teardown,172.23.240.253,10.32.5.50,1479,22
05/Apr/2012 20:35:02,Teardown,172.23.240.250,10.32.5.51,1478,22
05/Apr/2012 20:35:22,Deny,172.23.234.0,10.32.5.51,1301,21
05/Apr/2012 20:35:22,Deny,172.23.234.59,10.32.5.52,1297,21
05/Apr/2012 20:35:22,Deny,172.23.234.24,10.32.5.56,1303,21
05/Apr/2012 20:35:22,Deny,172.23.234.58,10.32.5.51,1295,21
05/Apr/2012 20:35:22,Deny,172.23.234.56,10.32.5.51,1292,21
05/Apr/2012 20:35:22,Deny,172.23.234.6,10.32.5.52,1300,21
05/Apr/2012 20:35:22,Deny,172.23.234.52,10.32.5.54,1293,21
05/Apr/2012 20:35:22,Deny,172.23.234.56,10.32.5.51,1292,21
05/Apr/2012 20:35:22,Deny,172.23.234.1,10.32.5.51,1299,21
05/Apr/2012 20:35:22,Deny,172.23.234.3,10.32.5.55,1296,21
05/Apr/2012 20:35:22,Deny,172.23.234.7,10.32.5.53,1304,21
05/Apr/2012 20:35:23,Deny,172.23.234.55,10.32.5.50,1308,21
05/Apr/2012 20:35:23,Deny,172.23.234.56,10.32.5.51,1292,21
05/Apr/2012 20:35:23,Deny,172.23.234.0,10.32.5.51,1301,21
05/Apr/2012 20:35:23,Deny,172.23.234.1,10.32.5.51,1299,21
05/Apr/2012 20:35:23,Deny,172.23.234.29,10.32.5.52,1306,21
05/Apr/2012 20:35:23,Deny,172.23.234.28,10.32.5.55,1298,21
05/Apr/2012 20:35:23,Deny,172.23.234.58,10.32.5.51,1295,21
05/Apr/2012 20:35:23,Deny,172.23.234.4,10.32.5.54,1307,21
05/Apr/2012 20:35:23,Deny,172.23.234.52,10.32.5.54,1293,21
05/Apr/2012 20:35:23,Deny,172.23.234.52,10.32.5.54,1293,21
05/Apr/2012 20:35:23,Deny,172.23.234.9,10.32.5.54,1305,21
05/Apr/2012 20:35:23,Deny,172.23.234.24,10.32.5.56,1303,21
05/Apr/2012 20:35:23,Deny,172.23.234.7,10.32.5.53,1304,21
05/Apr/2012 20:35:23,Deny,172.23.234.0,10.32.5.51,1301,21
05/Apr/2012 20:35:23,Deny,172.23.234.59,10.32.5.52,1297,21
05/Apr/2012 20:35:23,Deny,172.23.234.2,10.32.5.54,1291,21
05/Apr/2012 20:35:23,Deny,172.23.234.53,10.32.5.56,1302,21
05/Apr/2012 20:35:23,Deny,172.23.234.3,10.32.5.55,1296,21
05/Apr/2012 20:35:23,Deny,172.23.234.58,10.32.5.51,1295,21
05/Apr/2012 20:35:23,Deny,172.23.234.51,10.32.5.52,1294,21
05/Apr/2012 20:35:23,Deny,172.23.234.27,10.32.5.54,1311,21
05/Apr/2012 20:35:23,Deny,172.23.234.24,10.32.5.56,1303,21
