date_time,source_ip,destination_ip,label,source_port,destination_port,operation
05/Apr/2012 18:59:43,10.32.0.100,172.28.29.172,"",80,2236,Deny
05/Apr/2012 18:59:43,10.32.0.100,172.28.29.174,"",80,2237,Deny
05/Apr/2012 19:02:11,10.32.0.100,172.28.29.6,"",80,2307,Deny
05/Apr/2012 19:02:32,10.32.0.100,172.28.29.9,"",80,2310,Deny
05/Apr/2012 19:02:53,10.32.0.100,172.28.29.174,"",80,2325,Deny
05/Apr/2012 19:02:53,10.32.0.100,172.28.29.79,"",80,2324,Deny
05/Apr/2012 19:02:53,10.32.0.100,172.28.29.3,"",80,2323,Deny
05/Apr/2012 19:02:53,10.32.0.100,172.28.29.25,"",80,2321,Deny
05/Apr/2012 19:03:14,10.32.0.100,172.28.29.177,"",80,2334,Deny
05/Apr/2012 19:03:14,10.32.0.100,172.28.29.172,"",80,2330,Deny
05/Apr/2012 19:05:20,10.32.0.100,172.28.29.9,"",80,2397,Deny
05/Apr/2012 19:05:41,10.32.0.100,172.28.29.24,"",80,2402,Deny
05/Apr/2012 19:05:42,10.32.0.100,172.28.29.78,"",80,2406,Deny
05/Apr/2012 19:05:42,10.32.0.100,172.28.29.0,"",80,2401,Deny
05/Apr/2012 19:05:42,10.32.0.100,172.28.29.25,"",80,2405,Deny
05/Apr/2012 19:06:02,10.32.0.100,172.28.29.21,"",80,2411,Deny
05/Apr/2012 19:06:03,10.32.0.100,172.28.29.79,"",80,2413,Deny
05/Apr/2012 19:06:24,10.32.0.100,172.28.29.178,"",80,2423,Deny
05/Apr/2012 19:08:51,10.32.0.100,172.28.29.7,"",80,2499,Deny
05/Apr/2012 19:09:12,10.32.0.100,172.28.29.79,"",80,2502,Deny
05/Apr/2012 19:09:12,10.32.0.100,172.28.29.29,"",80,2501,Deny
05/Apr/2012 19:09:12,10.32.0.100,172.28.29.175,"",80,2503,Deny
05/Apr/2012 19:09:25,10.32.0.100,172.28.29.21,"",80,2510,Deny
05/Apr/2012 19:10:15,10.32.0.100,172.28.29.178,"",80,2540,Deny
05/Apr/2012 19:10:15,10.32.0.100,172.28.29.28,"",80,2538,Deny
05/Apr/2012 19:10:36,10.32.0.100,172.28.29.170,"",80,2548,Deny
05/Apr/2012 19:11:52,10.32.0.100,172.28.29.27,"",80,2580,Deny
05/Apr/2012 19:12:00,10.32.0.100,172.28.29.175,"",80,2587,Deny
05/Apr/2012 19:13:45,10.32.0.100,172.28.29.29,"",80,2634,Deny
05/Apr/2012 19:13:45,10.32.0.100,172.28.29.178,"",80,2635,Deny
05/Apr/2012 19:13:45,10.32.0.100,172.28.29.1,"",80,2636,Deny
05/Apr/2012 19:15:09,10.32.0.100,172.28.29.27,"",80,2672,Deny
05/Apr/2012 19:15:10,10.32.0.100,172.28.29.0,"",80,2671,Deny
05/Apr/2012 19:16:12,10.32.0.100,172.28.29.25,"",80,2709,Deny
05/Apr/2012 19:16:12,10.32.0.100,172.28.29.176,"",80,2705,Deny
05/Apr/2012 19:16:33,10.32.0.100,172.28.29.3,"",80,2714,Deny
05/Apr/2012 19:16:34,10.32.0.100,172.28.29.29,"",80,2712,Deny
05/Apr/2012 19:16:54,10.32.0.100,172.28.29.171,"",80,2723,Deny
05/Apr/2012 19:17:58,10.32.0.100,172.28.29.9,"",80,2759,Deny
05/Apr/2012 19:18:10,10.32.0.100,172.28.29.27,"",80,2760,Deny
05/Apr/2012 19:19:22,10.32.0.100,172.28.29.0,"",80,2797,Deny
05/Apr/2012 19:19:22,10.32.0.100,172.28.29.175,"",80,2796,Deny
05/Apr/2012 19:19:22,10.32.0.100,172.28.29.24,"",80,2794,Deny
05/Apr/2012 19:19:42,10.32.0.100,172.28.29.79,"",80,2807,Deny
05/Apr/2012 19:19:43,10.32.0.100,172.28.29.7,"",80,2803,Deny
05/Apr/2012 19:19:43,10.32.0.100,172.28.29.3,"",80,2805,Deny
05/Apr/2012 19:19:43,10.32.0.100,172.28.29.8,"",80,2802,Deny
05/Apr/2012 19:20:04,10.32.0.100,172.28.29.26,"",80,2813,Deny
05/Apr/2012 19:22:31,10.32.0.100,172.28.29.20,"",80,2884,Deny
05/Apr/2012 19:22:31,10.32.0.100,172.28.29.25,"",80,2887,Deny
05/Apr/2012 19:22:32,10.32.0.100,172.28.29.8,"",80,2888,Deny
05/Apr/2012 19:22:32,10.32.0.100,172.28.29.176,"",80,2881,Deny
05/Apr/2012 19:22:32,10.32.0.100,172.28.29.0,"",80,2886,Deny
05/Apr/2012 19:22:52,10.32.0.100,172.28.29.179,"",80,2898,Deny
05/Apr/2012 19:22:52,10.32.0.100,172.28.29.171,"",80,2897,Deny
05/Apr/2012 19:22:53,10.32.0.100,172.28.29.173,"",80,2896,Deny
05/Apr/2012 19:23:13,10.32.0.100,172.28.29.21,"",80,2902,Deny
05/Apr/2012 19:23:13,10.32.0.100,172.28.29.26,"",80,2903,Deny
05/Apr/2012 19:23:14,10.32.0.100,172.28.29.1,"",80,2901,Deny
05/Apr/2012 19:23:14,10.32.0.100,172.28.29.178,"",80,2904,Deny
05/Apr/2012 19:25:41,10.32.0.100,172.28.29.0,"",80,2977,Deny
05/Apr/2012 19:26:02,10.32.0.100,172.28.29.175,"",80,2982,Deny
05/Apr/2012 19:26:02,10.32.0.100,172.28.29.7,"",80,2984,Deny
05/Apr/2012 19:26:02,10.32.0.100,172.28.29.171,"",80,2986,Deny
05/Apr/2012 19:26:22,10.32.0.100,172.28.29.170,"",80,2998,Deny
05/Apr/2012 19:26:22,10.32.0.100,172.28.29.23,"",80,2991,Deny
05/Apr/2012 19:26:23,10.32.0.100,172.28.29.178,"",80,2993,Deny
05/Apr/2012 19:27:47,10.32.0.100,172.28.29.25,"",80,3037,Deny
05/Apr/2012 19:27:47,10.32.0.100,172.28.29.78,"",80,3034,Deny
05/Apr/2012 19:27:47,10.32.0.100,172.28.29.27,"",80,3035,Deny
05/Apr/2012 19:29:03,10.32.0.100,172.28.29.2,"",80,3070,Deny
05/Apr/2012 19:29:11,10.32.0.100,172.28.29.179,"",80,3075,Deny
05/Apr/2012 19:29:11,10.32.0.100,172.28.29.79,"",80,3077,Deny
05/Apr/2012 19:29:11,10.32.0.100,172.28.29.29,"",80,3078,Deny
05/Apr/2012 19:29:11,10.32.0.100,172.28.29.178,"",80,3079,Deny
05/Apr/2012 19:29:32,10.32.0.100,172.28.29.172,"",80,3085,Deny
05/Apr/2012 19:30:56,10.32.0.100,172.28.29.176,"",80,3124,Deny
05/Apr/2012 19:32:21,10.32.0.100,172.28.29.179,"",80,3168,Deny
05/Apr/2012 19:32:21,10.32.0.100,172.28.29.29,"",80,3169,Deny
05/Apr/2012 19:32:41,10.32.0.100,172.28.29.178,"",80,3173,Deny
05/Apr/2012 19:32:41,10.32.0.100,172.28.29.21,"",80,3175,Deny
05/Apr/2012 19:32:42,10.32.0.100,172.28.29.170,"",80,3180,Deny
05/Apr/2012 19:34:05,10.32.0.100,172.28.29.78,"",80,3218,Deny
05/Apr/2012 19:34:05,10.32.0.100,172.28.29.6,"",80,3219,Deny
05/Apr/2012 19:34:26,10.32.0.100,172.28.29.177,"",80,3231,Deny
05/Apr/2012 19:34:27,10.32.0.100,172.28.29.8,"",80,3224,Deny
05/Apr/2012 19:34:27,10.32.0.100,172.28.29.179,"",80,3230,Deny
05/Apr/2012 19:35:51,10.32.0.100,172.28.29.28,"",80,3269,Deny
05/Apr/2012 19:35:51,10.32.0.100,172.28.29.1,"",80,3267,Deny
05/Apr/2012 19:35:51,10.32.0.100,172.28.29.23,"",80,3265,Deny
05/Apr/2012 19:37:36,10.32.0.100,172.28.29.177,"",80,3317,Deny
05/Apr/2012 19:37:37,10.32.0.100,172.28.29.173,"",80,3313,Deny
05/Apr/2012 19:37:37,10.32.0.100,172.28.29.79,"",80,3321,Deny
05/Apr/2012 19:37:37,10.32.0.100,172.28.29.179,"",80,3314,Deny
05/Apr/2012 19:37:58,10.32.0.100,172.28.29.1,"",80,3325,Deny
05/Apr/2012 19:37:58,10.32.0.100,172.28.29.178,"",80,3328,Deny
05/Apr/2012 19:39:00,10.32.0.100,172.28.29.170,"",80,3360,Deny
05/Apr/2012 19:40:25,10.32.0.100,172.28.29.174,"",80,3401,Deny
05/Apr/2012 19:40:25,10.32.0.100,172.28.29.27,"",80,3398,Deny
05/Apr/2012 19:40:38,10.32.0.100,172.28.29.8,"",80,3402,Deny
05/Apr/2012 19:40:45,10.32.0.100,172.28.29.7,"",80,3404,Deny
05/Apr/2012 19:40:46,10.32.0.100,172.28.29.26,"",80,3409,Deny
05/Apr/2012 19:43:34,10.32.0.100,172.28.29.6,"",80,3490,Deny
05/Apr/2012 19:43:34,10.32.0.100,172.28.29.27,"",80,3488,Deny
05/Apr/2012 19:43:34,10.32.0.100,172.28.29.0,"",80,3487,Deny
05/Apr/2012 19:43:34,10.32.0.100,172.28.29.9,"",80,3486,Deny
05/Apr/2012 19:43:47,10.32.0.100,172.28.29.7,"",80,3492,Deny
05/Apr/2012 19:43:55,10.32.0.100,172.28.29.179,"",80,3498,Deny
05/Apr/2012 19:43:55,10.32.0.100,172.28.29.29,"",80,3495,Deny
05/Apr/2012 19:44:16,10.32.0.100,172.28.29.21,"",80,3504,Deny
05/Apr/2012 19:44:16,10.32.0.100,172.28.29.170,"",80,3510,Deny
05/Apr/2012 19:44:16,10.32.0.100,172.28.29.79,"",80,3503,Deny
05/Apr/2012 19:44:16,10.32.0.100,172.28.29.178,"",80,3508,Deny
05/Apr/2012 19:45:19,10.32.0.100,172.28.29.24,"",80,3541,Deny
05/Apr/2012 19:46:01,10.32.0.100,172.28.29.29,"",80,3555,Deny
05/Apr/2012 19:46:22,10.32.0.100,172.28.29.23,"",80,3570,Deny
05/Apr/2012 19:46:43,10.32.0.100,172.28.29.21,"",80,3573,Deny
05/Apr/2012 19:46:44,10.32.0.100,172.28.29.1,"",80,3575,Deny
05/Apr/2012 19:47:05,10.32.0.100,172.28.29.172,"",80,3588,Deny
05/Apr/2012 19:47:25,10.32.0.100,172.28.29.26,"",80,3597,Deny
05/Apr/2012 19:47:25,10.32.0.100,172.28.29.28,"",80,3599,Deny
05/Apr/2012 19:48:50,10.32.0.100,172.28.29.9,"",80,3634,Deny
05/Apr/2012 19:48:50,10.32.0.100,172.28.29.0,"",80,3639,Deny
05/Apr/2012 19:49:11,10.32.0.100,172.28.29.27,"",80,3646,Deny
05/Apr/2012 19:49:11,10.32.0.100,172.28.29.23,"",80,3651,Deny
05/Apr/2012 19:49:32,10.32.0.100,172.28.29.172,"",80,3653,Deny
05/Apr/2012 19:49:32,10.32.0.100,172.28.29.178,"",80,3657,Deny
05/Apr/2012 19:50:35,10.32.0.100,172.28.29.170,"",80,3683,Deny
05/Apr/2012 19:51:39,10.32.0.100,172.28.29.24,"",80,3721,Deny
05/Apr/2012 19:51:59,10.32.0.100,172.28.29.78,"",80,3729,Deny
05/Apr/2012 19:51:59,10.32.0.100,172.28.29.6,"",80,3727,Deny
05/Apr/2012 19:51:59,10.32.0.100,172.28.29.8,"",80,3728,Deny
05/Apr/2012 19:52:00,10.32.0.100,172.28.29.22,"",80,3724,Deny
05/Apr/2012 19:52:20,10.32.0.100,172.28.29.25,"",80,3733,Deny
05/Apr/2012 19:52:20,10.32.0.100,172.28.29.179,"",80,3738,Deny
05/Apr/2012 19:52:20,10.32.0.100,172.28.29.172,"",80,3741,Deny
05/Apr/2012 19:52:20,10.32.0.100,172.28.29.171,"",80,3739,Deny
05/Apr/2012 19:52:20,10.32.0.100,172.28.29.176,"",80,3734,Deny
05/Apr/2012 19:52:41,10.32.0.100,172.28.29.26,"",80,3746,Deny
05/Apr/2012 19:53:57,10.32.0.100,172.28.29.20,"",80,3782,Deny
05/Apr/2012 19:54:06,10.32.0.100,172.28.29.2,"",80,3787,Deny
05/Apr/2012 19:54:26,10.32.0.100,172.28.29.78,"",80,3796,Deny
05/Apr/2012 19:54:26,10.32.0.100,172.28.29.7,"",80,3797,Deny
05/Apr/2012 19:55:30,10.32.0.100,172.28.29.171,"",80,3831,Deny
05/Apr/2012 19:55:50,10.32.0.100,172.28.29.21,"",80,3838,Deny
05/Apr/2012 19:55:51,10.32.0.100,172.28.29.3,"",80,3839,Deny
05/Apr/2012 19:57:14,10.32.0.100,172.28.29.9,"",80,3883,Deny
05/Apr/2012 19:57:15,10.32.0.100,172.28.29.20,"",80,3885,Deny
05/Apr/2012 19:57:35,10.32.0.100,172.28.29.6,"",80,3889,Deny
05/Apr/2012 19:57:57,10.32.0.100,172.28.29.21,"",80,3900,Deny
05/Apr/2012 19:57:57,10.32.0.100,172.28.29.28,"",80,3901,Deny
05/Apr/2012 19:57:57,10.32.0.100,172.28.29.3,"",80,3899,Deny
05/Apr/2012 19:59:42,10.32.0.100,172.28.29.22,"",80,3951,Deny
05/Apr/2012 20:00:24,10.32.0.100,172.28.29.9,"",80,3970,Deny
05/Apr/2012 20:00:24,10.32.0.100,172.28.29.2,"",80,3971,Deny
05/Apr/2012 20:00:24,10.32.0.100,172.28.29.175,"",80,3975,Deny
05/Apr/2012 20:00:24,10.32.0.100,172.28.29.25,"",80,3973,Deny
05/Apr/2012 20:00:45,10.32.0.100,172.28.29.27,"",80,3981,Deny
05/Apr/2012 20:00:45,10.32.0.100,172.28.29.79,"",80,3986,Deny
05/Apr/2012 20:00:57,10.32.0.100,172.28.29.23,"",80,3987,Deny
05/Apr/2012 20:02:31,10.32.0.100,172.28.29.22,"",80,4032,Deny
05/Apr/2012 20:02:51,10.32.0.100,172.28.29.27,"",80,4042,Deny
05/Apr/2012 20:02:52,10.32.0.100,172.28.29.177,"",80,4045,Deny
05/Apr/2012 20:03:55,10.32.0.100,172.28.29.172,"",80,4073,Deny
05/Apr/2012 20:05:30,10.32.0.100,172.28.29.22,"",80,4120,Deny
05/Apr/2012 20:05:39,10.32.0.100,172.28.29.174,"",80,4126,Deny
05/Apr/2012 20:06:01,10.32.0.100,172.28.29.29,"",80,4132,Deny
05/Apr/2012 20:06:01,10.32.0.100,172.28.29.23,"",80,4139,Deny
05/Apr/2012 20:06:01,10.32.0.100,172.28.29.0,"",80,4134,Deny
05/Apr/2012 20:06:01,10.32.0.100,172.28.29.176,"",80,4135,Deny
05/Apr/2012 20:06:22,10.32.0.100,172.28.29.26,"",80,4148,Deny
05/Apr/2012 20:06:22,10.32.0.100,172.28.29.28,"",80,4143,Deny
05/Apr/2012 20:06:22,10.32.0.100,172.28.29.3,"",80,4145,Deny
05/Apr/2012 20:07:46,10.32.0.100,172.28.29.6,"",80,4188,Deny
05/Apr/2012 20:07:46,10.32.0.100,172.28.29.2,"",80,4183,Deny
05/Apr/2012 20:08:28,10.32.0.100,172.28.29.175,"",80,4208,Deny
05/Apr/2012 20:09:22,10.32.0.100,172.28.29.23,"",80,4230,Deny
05/Apr/2012 20:09:31,10.32.0.100,172.28.29.21,"",80,4231,Deny
05/Apr/2012 20:10:34,10.32.0.100,172.28.29.20,"",80,4269,Deny
05/Apr/2012 20:11:07,10.32.0.100,172.28.29.29,"",80,4280,Deny
05/Apr/2012 20:11:16,10.32.0.100,172.28.29.176,"",80,4281,Deny
05/Apr/2012 20:11:16,10.32.0.100,172.28.29.177,"",80,4286,Deny
05/Apr/2012 20:11:17,10.32.0.100,172.28.29.27,"",80,4283,Deny
05/Apr/2012 20:11:28,10.32.0.100,172.28.29.23,"",80,4290,Deny
05/Apr/2012 20:11:37,10.32.0.100,172.28.29.28,"",80,4294,Deny
05/Apr/2012 20:11:38,10.32.0.100,172.28.29.3,"",80,4295,Deny
05/Apr/2012 20:13:01,10.32.0.100,172.28.29.9,"",80,4336,Deny
05/Apr/2012 20:13:02,10.32.0.100,172.28.29.174,"",80,4339,Deny
05/Apr/2012 20:14:18,10.32.0.100,172.28.29.29,"",80,4370,Deny
05/Apr/2012 20:14:26,10.32.0.100,172.28.29.27,"",80,4372,Deny
05/Apr/2012 20:14:47,10.32.0.100,172.28.29.26,"",80,4387,Deny
05/Apr/2012 20:15:50,10.32.0.100,172.28.29.24,"",80,4419,Deny
05/Apr/2012 20:16:32,10.32.0.100,172.28.29.78,"",80,4431,Deny
05/Apr/2012 20:18:09,10.32.0.100,172.28.29.24,"",80,4480,Deny
05/Apr/2012 20:18:18,10.32.0.100,172.28.29.22,"",80,4484,Deny
05/Apr/2012 20:18:18,10.32.0.100,172.28.29.8,"",80,4486,Deny
05/Apr/2012 20:18:18,10.32.0.100,172.28.29.173,"",80,4483,Deny
05/Apr/2012 20:18:38,10.32.0.100,172.28.29.78,"",80,4491,Deny
05/Apr/2012 20:19:42,10.32.0.100,172.28.29.7,"",80,4525,Deny
05/Apr/2012 20:19:54,10.32.0.100,172.28.29.21,"",80,4530,Deny
05/Apr/2012 20:20:02,10.32.0.100,172.28.29.178,"",80,4537,Deny
05/Apr/2012 20:20:03,10.32.0.100,172.28.29.28,"",80,4531,Deny
05/Apr/2012 20:20:03,10.32.0.100,172.28.29.79,"",80,4535,Deny
05/Apr/2012 20:21:27,10.32.0.100,172.28.29.24,"",80,4573,Deny
05/Apr/2012 20:21:40,10.32.0.100,172.28.29.174,"",80,4582,Deny
05/Apr/2012 20:21:48,10.32.0.100,172.28.29.78,"",80,4583,Deny
05/Apr/2012 20:21:48,10.32.0.100,172.28.29.23,"",80,4591,Deny
05/Apr/2012 20:21:48,10.32.0.100,172.28.29.21,"",80,4590,Deny
05/Apr/2012 20:22:00,10.32.0.100,172.28.29.179,"",80,4592,Deny
05/Apr/2012 20:22:09,10.32.0.100,172.28.29.1,"",80,4596,Deny
05/Apr/2012 20:23:34,10.32.0.100,172.28.29.175,"",80,4640,Deny
05/Apr/2012 20:23:54,10.32.0.100,172.28.29.172,"",80,4649,Deny
05/Apr/2012 20:23:54,10.32.0.100,172.28.29.0,"",80,4643,Deny
05/Apr/2012 20:25:18,10.32.0.100,172.28.29.170,"",80,4688,Deny
05/Apr/2012 20:25:18,10.32.0.100,172.28.29.26,"",80,4689,Deny
05/Apr/2012 20:25:19,10.32.0.100,172.28.29.1,"",80,4686,Deny
05/Apr/2012 20:26:33,10.32.0.100,172.28.29.24,"",80,4722,Deny
05/Apr/2012 20:26:43,10.32.0.100,172.28.29.175,"",80,4728,Deny
05/Apr/2012 20:26:43,10.32.0.100,172.28.29.25,"",80,4731,Deny
05/Apr/2012 20:26:43,10.32.0.100,172.28.29.20,"",80,4724,Deny
05/Apr/2012 20:26:56,172.23.233.38,10.32.5.55,"",1406,21,Deny
05/Apr/2012 20:26:56,172.23.233.150,10.32.5.55,"",1400,21,Deny
05/Apr/2012 20:26:56,172.23.233.153,10.32.5.52,"",1407,21,Deny
05/Apr/2012 20:26:56,172.23.233.34,10.32.5.55,"",1401,21,Deny
05/Apr/2012 20:26:56,172.23.233.36,10.32.5.55,"",1409,21,Deny
05/Apr/2012 20:26:56,172.23.231.62,10.32.5.55,"",1178,21,Deny
05/Apr/2012 20:26:56,172.23.233.6,10.32.5.51,"",1408,21,Deny
05/Apr/2012 20:26:56,172.23.231.69,10.32.5.51,"",1179,21,Deny
05/Apr/2012 20:26:56,172.23.233.153,10.32.5.52,"",1407,21,Deny
05/Apr/2012 20:26:56,172.23.233.151,10.32.5.55,"",1405,21,Deny
05/Apr/2012 20:26:56,172.23.233.38,10.32.5.55,"",1406,21,Deny
05/Apr/2012 20:26:56,172.23.231.69,10.32.5.51,"",1179,21,Deny
05/Apr/2012 20:26:56,172.23.233.32,10.32.5.51,"",1404,21,Deny
05/Apr/2012 20:26:56,172.23.233.0,10.32.5.54,"",1402,21,Deny
05/Apr/2012 20:26:56,172.23.233.151,10.32.5.55,"",1405,21,Deny
05/Apr/2012 20:26:56,172.23.233.150,10.32.5.55,"",1400,21,Deny
05/Apr/2012 20:26:56,172.23.233.36,10.32.5.55,"",1409,21,Deny
05/Apr/2012 20:26:56,172.23.233.6,10.32.5.51,"",1408,21,Deny
05/Apr/2012 20:26:56,172.23.233.37,10.32.5.51,"",1403,21,Deny
05/Apr/2012 20:26:56,172.23.233.37,10.32.5.51,"",1403,21,Deny
05/Apr/2012 20:26:56,172.23.233.0,10.32.5.54,"",1402,21,Deny
05/Apr/2012 20:26:56,172.23.231.68,10.32.5.56,"",1180,21,Deny
05/Apr/2012 20:26:56,172.23.231.62,10.32.5.55,"",1178,21,Deny
05/Apr/2012 20:26:56,172.23.233.34,10.32.5.55,"",1401,21,Deny
05/Apr/2012 20:26:56,172.23.233.32,10.32.5.51,"",1404,21,Deny
05/Apr/2012 20:26:56,172.23.231.68,10.32.5.56,"",1180,21,Deny
05/Apr/2012 20:26:57,172.23.233.30,10.32.5.55,"",1417,21,Deny
05/Apr/2012 20:26:57,172.23.233.34,10.32.5.55,"",1401,21,Deny
05/Apr/2012 20:26:57,172.23.233.38,10.32.5.55,"",1406,21,Deny
05/Apr/2012 20:26:57,172.23.233.6,10.32.5.51,"",1408,21,Deny
05/Apr/2012 20:26:57,172.23.233.35,10.32.5.52,"",1418,21,Deny
05/Apr/2012 20:26:57,172.23.233.155,10.32.5.54,"",1414,21,Deny
05/Apr/2012 20:26:57,172.23.231.68,10.32.5.56,"",1180,21,Deny
05/Apr/2012 20:26:57,172.23.233.158,10.32.5.53,"",1411,21,Deny
05/Apr/2012 20:26:57,172.23.233.153,10.32.5.52,"",1407,21,Deny
05/Apr/2012 20:26:57,172.23.233.2,10.32.5.56,"",1416,21,Deny
05/Apr/2012 20:26:57,172.23.233.33,10.32.5.56,"",1410,21,Deny
05/Apr/2012 20:26:57,172.23.233.152,10.32.5.50,"",1415,21,Deny
05/Apr/2012 20:26:57,172.23.233.32,10.32.5.51,"",1404,21,Deny
05/Apr/2012 20:26:57,172.23.231.69,10.32.5.51,"",1179,21,Deny
05/Apr/2012 20:26:57,172.23.233.5,10.32.5.52,"",1413,21,Deny
05/Apr/2012 20:26:57,172.23.233.5,10.32.5.52,"",1413,21,Deny
05/Apr/2012 20:26:57,172.23.233.33,10.32.5.56,"",1410,21,Deny
05/Apr/2012 20:26:57,172.23.233.36,10.32.5.55,"",1409,21,Deny
05/Apr/2012 20:26:57,172.23.233.4,10.32.5.53,"",1412,21,Deny
05/Apr/2012 20:26:57,172.23.233.30,10.32.5.55,"",1417,21,Deny
05/Apr/2012 20:26:57,172.23.233.4,10.32.5.53,"",1412,21,Deny
05/Apr/2012 20:26:57,172.23.233.152,10.32.5.50,"",1415,21,Deny
05/Apr/2012 20:26:57,172.23.233.155,10.32.5.54,"",1414,21,Deny
05/Apr/2012 20:26:57,172.23.233.0,10.32.5.54,"",1402,21,Deny
05/Apr/2012 20:26:57,172.23.233.2,10.32.5.56,"",1416,21,Deny
05/Apr/2012 20:26:57,172.23.233.150,10.32.5.55,"",1400,21,Deny
05/Apr/2012 20:26:57,172.23.233.151,10.32.5.55,"",1405,21,Deny
05/Apr/2012 20:26:57,172.23.233.158,10.32.5.53,"",1411,21,Deny
05/Apr/2012 20:26:57,172.23.231.62,10.32.5.55,"",1178,21,Deny
